location_id,location,parameter,value,date_utc,unit,lat,long,country
10771,Traralgon,o3,0.013,2022-04-02T11:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,pm10,9.78,2022-04-02T11:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,pm25,2.99,2022-04-02T11:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,co,0.16,2022-04-02T12:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,no2,0.004,2022-04-02T12:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,o3,0.015,2022-04-02T12:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,pm10,4.14,2022-04-02T12:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,pm25,2.67,2022-04-02T12:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,co,0.2,2022-04-02T13:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,no2,0.004,2022-04-02T13:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,o3,0.014,2022-04-02T13:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,pm10,3.97,2022-04-02T13:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,pm25,1.1,2022-04-02T13:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,co,0.26,2022-04-02T14:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,no2,0.004,2022-04-02T14:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,o3,0.012,2022-04-02T14:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,pm10,5.5,2022-04-02T14:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,pm25,0.56,2022-04-02T14:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,co,0.17,2022-04-02T17:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,no2,0.004,2022-04-02T17:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,o3,0.01,2022-04-02T17:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,pm10,5.8,2022-04-02T17:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,pm25,0,2022-04-02T17:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,co,0.17,2022-04-02T18:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,no2,0.004,2022-04-02T18:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,o3,0.012,2022-04-02T18:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,pm10,2.78,2022-04-02T18:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,pm25,0.8,2022-04-02T18:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,co,0.17,2022-04-02T19:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,no2,0.003,2022-04-02T19:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,o3,0.012,2022-04-02T19:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,pm10,3.29,2022-04-02T19:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,pm25,0.19,2022-04-02T19:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,co,0.16,2022-04-02T20:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,no2,0.003,2022-04-02T20:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,o3,0.012,2022-04-02T20:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,pm10,4.21,2022-04-02T20:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,pm25,0.78,2022-04-02T20:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,co,0.17,2022-04-02T21:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,no2,0.003,2022-04-02T21:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,o3,0.011,2022-04-02T21:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,pm10,5.86,2022-04-02T21:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,pm25,1.57,2022-04-02T21:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,co,0.17,2022-04-02T22:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,no2,0.003,2022-04-02T22:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,o3,0.013,2022-04-02T22:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,pm10,6.11,2022-04-02T22:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,pm25,2.39,2022-04-02T22:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,co,0.17,2022-04-02T23:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,no2,0.002,2022-04-02T23:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,o3,0.016,2022-04-02T23:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,pm10,5.25,2022-04-02T23:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,pm25,2.38,2022-04-02T23:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,co,0.18,2022-04-03T00:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,no2,0.002,2022-04-03T00:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,o3,0.017,2022-04-03T00:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,pm10,3.35,2022-04-03T00:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,pm25,4.53,2022-04-03T00:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,co,0.19,2022-04-03T01:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,no2,0.002,2022-04-03T01:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,o3,0.017,2022-04-03T01:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,pm10,3.99,2022-04-03T01:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,pm25,4.86,2022-04-03T01:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,co,0.2,2022-04-03T02:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,no2,0.002,2022-04-03T02:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,o3,0.018,2022-04-03T02:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,pm10,2.54,2022-04-03T02:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,pm25,3.13,2022-04-03T02:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,co,0.2,2022-04-03T03:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,no2,0.002,2022-04-03T03:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,o3,0.018,2022-04-03T03:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,pm10,2.71,2022-04-03T03:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,pm25,0.93,2022-04-03T03:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,co,0.21,2022-04-03T04:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,no2,0.003,2022-04-03T04:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,o3,0.016,2022-04-03T04:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,pm10,6.1,2022-04-03T04:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,pm25,0,2022-04-03T04:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,co,0.22,2022-04-03T05:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,no2,0.003,2022-04-03T05:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,o3,0.014,2022-04-03T05:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,pm10,6.27,2022-04-03T05:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,pm25,1.77,2022-04-03T05:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,co,0.24,2022-04-03T06:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,no2,0.003,2022-04-03T06:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,o3,0.015,2022-04-03T06:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,pm10,4.48,2022-04-03T06:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,pm25,2.57,2022-04-03T06:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,co,0.25,2022-04-03T07:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,no2,0.003,2022-04-03T07:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,o3,0.014,2022-04-03T07:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,pm10,6.17,2022-04-03T07:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,pm25,3.31,2022-04-03T07:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,co,0.22,2022-04-03T08:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,no2,0.003,2022-04-03T08:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,o3,0.014,2022-04-03T08:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,pm10,6.31,2022-04-03T08:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,pm25,4.73,2022-04-03T08:00:00Z,µg/m³,-38.1942825,146.531464,AU
10771,Traralgon,co,0.19,2022-04-03T09:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,no2,0.003,2022-04-03T09:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,o3,0.014,2022-04-03T09:00:00Z,ppm,-38.1942825,146.531464,AU
10771,Traralgon,pm10,4.88,2022-04-03T09:00:00Z,µg/m³,-38.1942825,146.531464,AU
