longitude,latitude,year,month,day,date,air_tmax,air_tmax_source,air_tmin,air_tmin_source,elev_m,et_morton_actual,et_morton_actual_source,et_morton_potential,et_morton_potential_source,et_morton_wet,et_morton_wet_source,et_short_crop,et_short_crop_source,et_tall_crop,et_tall_crop_source,evap_comb,evap_comb_source,evap_morton_lake,evap_morton_lake_source,evap_pan,evap_pan_source,evap_syn,evap_syn_source,extracted,mslp,mslp_source,radiation,radiation_source,rainfall,rainfall_source,rh_tmax,rh_tmax_source,rh_tmin,rh_tmin_source,vp,vp_deficit,vp_deficit_source,vp_source,location
146.5,-38.19,2022,9,28,2022-09-28,17.5,25,11.7,25,60.8 m,1.4,26,2.9,26,2.1,26,2,26,2.5,26,2.2,25,2.1,26,2.2,25,2.1,26,2024-10-27,1018.1,25,9,42,13.8,25,63.5,26,92.4,26,12.7,5.5,26,25,Traralgon
146.5,-38.19,2022,9,29,2022-09-29,17,25,8.3,25,60.8 m,2.3,26,2.6,26,2.4,26,2,26,2.4,26,3.3,25,2.4,26,3.3,25,2.2,26,2024-10-27,1025.7,25,12.4,42,0.2,25,63.5,26,100,26,12.3,4.6,26,25,Traralgon
146.5,-38.19,2022,9,30,2022-09-30,17.2,25,8,25,60.8 m,2.3,26,2.8,26,2.5,26,2.2,26,2.6,26,3.4,25,2.6,26,3.4,25,2.5,26,2024-10-27,1030.7,25,14.1,42,1.5,25,60.7,26,100,26,11.9,5,26,25,Traralgon
146.5,-38.19,2022,10,1,2022-10-01,17.2,25,7.3,25,60.8 m,3.7,26,4.2,26,4,26,2.9,26,3.4,26,3.5,25,4,26,3.5,25,3.3,26,2024-10-27,1026.8,25,21.6,42,0.1,25,55.6,26,100,26,10.9,5.8,26,25,Traralgon
146.5,-38.19,2022,10,2,2022-10-02,18.7,25,3.4,25,60.8 m,3.9,26,3.9,26,3.9,26,2.8,26,3.3,26,3.2,25,4,26,3.2,25,3.5,26,2024-10-27,1020.6,25,21.7,42,0,25,51.5,26,100,26,11.1,5.8,26,25,Traralgon
146.5,-38.19,2022,10,3,2022-10-03,19.3,25,2.1,25,60.8 m,3.3,26,3.8,26,3.5,26,2.9,26,3.7,26,3,25,3.6,26,3,25,3.7,26,2024-10-27,1021.3,25,20.2,42,0.1,25,43.8,26,100,26,9.8,7.2,26,25,Traralgon
146.5,-38.19,2022,10,4,2022-10-04,16,25,4.9,25,60.8 m,2,26,2,26,2,26,1.5,26,1.8,26,3.6,25,2.1,26,3.6,25,2.1,26,2024-10-27,1023.9,25,9.9,42,0,25,63.8,26,100,26,11.6,3.6,26,25,Traralgon
146.5,-38.19,2022,10,5,2022-10-05,13.9,25,9.9,25,60.8 m,0.6,26,2,26,1.3,26,1.7,26,2.3,26,1.8,25,1.3,26,1.8,25,1.9,26,2024-10-27,1027.3,25,5.8,42,2.3,25,63.6,26,82.9,26,10.1,4.8,26,25,Traralgon
146.5,-38.19,2022,10,6,2022-10-06,19.7,25,11,25,60.8 m,2.1,26,3.7,26,2.9,26,2.7,26,3.4,26,1.5,25,2.9,26,1.5,25,3.1,26,2024-10-27,1019.9,25,14.7,42,6,25,55.8,26,97.6,26,12.8,7.2,26,25,Traralgon
146.5,-38.19,2022,10,7,2022-10-07,19.2,25,11.5,25,60.8 m,2.3,26,2.3,26,2.3,26,1.6,26,1.8,26,1.8,25,2.4,26,1.8,25,2,26,2024-10-27,1010.5,25,9.2,42,12,25,72.8,26,100,26,16.2,3.5,26,25,Traralgon
146.5,-38.19,2022,10,8,2022-10-08,15.6,25,8.8,25,60.8 m,1.8,26,3.2,26,2.5,26,2.3,26,2.9,26,3.4,25,2.5,26,3.4,25,2.6,26,2024-10-27,1017.2,25,13.8,42,9.5,25,59.3,26,92.8,26,10.5,5.4,26,25,Traralgon
146.5,-38.19,2022,10,9,2022-10-09,15.2,25,3.2,25,60.8 m,3.9,26,3.9,26,3.9,26,2.7,26,3.1,26,3.1,25,4,26,3.1,25,3.2,26,2024-10-27,1024,25,22.5,42,2.6,25,55,26,100,26,9.5,4.7,26,25,Traralgon
146.5,-38.19,2022,10,10,2022-10-10,17.4,25,2.3,25,60.8 m,4,26,4.1,26,4,26,3,26,3.6,26,3.2,25,4.1,26,3.2,25,3.6,26,2024-10-27,1027,25,22.8,42,0.3,25,47.3,26,100,26,9.4,6.2,26,25,Traralgon
146.5,-38.19,2022,10,11,2022-10-11,19.9,25,4.4,25,60.8 m,3.2,26,3.9,26,3.6,26,3,26,3.8,26,3.6,25,3.6,26,3.6,25,3.6,26,2024-10-27,1022.5,25,19.5,42,0,25,46.1,26,100,26,10.7,7.5,26,25,Traralgon
146.5,-38.19,2022,10,12,2022-10-12,16.9,25,8.9,25,60.8 m,1.5,26,1.5,26,1.5,26,1.3,26,1.6,26,1.7,25,1.5,26,1.7,25,1.8,26,2024-10-27,1017.2,25,6.2,42,0,25,69.6,26,100,26,13.4,3.5,26,25,Traralgon
146.5,-38.19,2022,10,13,2022-10-13,17.5,25,13.4,25,60.8 m,1.2,26,1.2,26,1.2,26,1.2,26,1.4,26,2,25,1.2,26,2,25,1.5,26,2024-10-27,1012.5,25,4.6,42,16.4,25,79.5,26,100,26,15.9,2.8,26,25,Traralgon
146.5,-38.19,2022,10,14,2022-10-14,18.6,25,6.9,25,60.8 m,3.8,26,4,26,3.9,26,3,26,3.6,26,2.2,25,4,26,2.2,25,3.4,26,2024-10-27,1005.8,25,20.8,42,12,25,54.2,26,100,26,11.6,6.2,26,25,Traralgon
146.5,-38.19,2022,10,15,2022-10-15,18.3,25,7.9,25,60.8 m,3.8,26,4.8,26,4.3,26,3.4,26,4,26,2.8,25,4.4,26,2.8,25,3.6,26,2024-10-27,1018.3,25,22.6,42,1.5,25,51.4,26,100,26,10.8,7,26,25,Traralgon
146.5,-38.19,2022,10,16,2022-10-16,16.4,25,9.1,25,60.8 m,2.9,26,2.9,26,2.9,26,2.3,26,2.6,26,3.8,25,3,26,3.8,25,2.5,26,2024-10-27,1021.3,25,15.7,42,2.5,25,67.6,26,100,26,12.6,4,26,25,Traralgon
146.5,-38.19,2022,10,17,2022-10-17,17.7,25,1.9,25,60.8 m,4.4,26,4.4,26,4.4,26,3,26,3.5,26,3.6,25,4.5,26,3.6,25,3.6,26,2024-10-27,1024.1,25,24.5,42,1.5,25,51.4,26,100,26,10.4,5.3,26,25,Traralgon
146.5,-38.19,2022,10,18,2022-10-18,20.1,25,4.8,25,60.8 m,3.6,26,4.3,26,4,26,3.3,26,4,26,2.5,25,4.1,26,2.5,25,3.8,26,2024-10-27,1019.7,25,21.4,42,0,25,45.9,26,100,26,10.8,7.7,26,25,Traralgon
146.5,-38.19,2022,10,19,2022-10-19,22.5,25,4.7,25,60.8 m,4.4,26,5.4,26,4.9,26,4,26,4.9,26,4.2,25,5,26,4.2,25,4.5,26,2024-10-27,1019.7,25,25.1,42,0,25,40.4,26,100,26,11,9.7,26,25,Traralgon
146.5,-38.19,2022,10,20,2022-10-20,22.9,25,4.6,25,60.8 m,4,26,5.8,26,4.9,26,4.2,26,5.3,26,4.6,25,5,26,4.6,25,4.8,26,2024-10-27,1018.7,25,25.1,42,0,25,36.5,26,100,26,10.2,10.9,26,25,Traralgon
146.5,-38.19,2022,10,21,2022-10-21,22.4,25,13.5,25,60.8 m,3.7,26,3.8,26,3.7,26,3,26,3.4,26,2,25,3.8,26,2,25,3.1,26,2024-10-27,1013.6,25,16.8,42,0.2,25,63.5,26,100,26,17.2,6.4,26,25,Traralgon
146.5,-38.19,2022,10,22,2022-10-22,20.6,25,15.8,25,60.8 m,2.3,26,2.3,26,2.3,26,1.7,26,1.8,26,1.8,25,2.3,26,1.8,25,1.8,26,2024-10-27,1007.3,25,9.4,42,0.3,25,82.5,26,100,26,20,2.5,26,25,Traralgon
146.5,-38.19,2022,10,23,2022-10-23,17.3,25,10.6,25,60.8 m,2.1,26,2.3,26,2.2,26,1.8,26,2.1,26,4.6,25,2.2,26,4.6,25,2.1,26,2024-10-27,1016.6,25,9.2,42,1.9,25,69.4,26,100,26,13.7,4,26,25,Traralgon
146.5,-38.19,2022,10,24,2022-10-24,19.2,25,12.1,25,60.8 m,2.6,26,3.5,26,3,26,2.6,26,3.1,26,2.7,25,3.1,26,2.7,25,2.8,26,2024-10-27,1016.5,25,14.3,42,0.3,25,63.4,26,99.9,26,14.1,5.8,26,25,Traralgon
146.5,-38.19,2022,10,25,2022-10-25,21.1,25,14.1,25,60.8 m,2.9,26,2.9,26,2.9,26,2,26,2.3,26,3.1,25,3,26,3.1,25,2.2,26,2024-10-27,1005.3,25,11.2,42,5.9,25,73.6,26,100,26,18.4,4,26,25,Traralgon
146.5,-38.19,2022,10,26,2022-10-26,17.7,25,13.5,25,60.8 m,1.9,26,2.1,26,2,26,1.6,26,1.9,26,1.8,25,2,26,1.8,25,1.8,26,2024-10-27,999.7,25,7.4,42,3.8,25,76.1,26,99.6,26,15.4,3.5,26,25,Traralgon
146.5,-38.19,2022,10,27,2022-10-27,19.2,25,13.2,25,60.8 m,3.2,26,3.4,26,3.3,26,2.4,26,2.8,26,2.1,25,3.3,26,2.1,25,2.5,26,2024-10-27,997.8,25,13.3,42,15.5,25,68.8,26,100,26,15.3,4.9,26,25,Traralgon
146.5,-38.19,2022,10,28,2022-10-28,15.8,25,10.9,25,60.8 m,1.7,26,4,26,2.8,26,2.8,26,3.5,26,2.3,25,2.9,26,2.3,25,2.8,26,2024-10-27,997.8,25,14.8,42,2.9,25,57.4,26,79,26,10.3,6.3,26,25,Traralgon
146.5,-38.19,2022,10,29,2022-10-29,16.6,25,9.5,25,60.8 m,3.1,26,3.9,26,3.5,26,2.9,26,3.4,26,2.6,25,3.6,26,2.6,25,3,26,2024-10-27,1004,25,18.4,42,10,25,60.4,26,96.1,26,11.4,5.5,26,25,Traralgon
146.5,-38.19,2022,10,30,2022-10-30,21.9,25,6.2,25,60.8 m,5,26,5,26,5,26,3.8,26,4.5,26,4.2,25,5.1,26,4.2,25,4.1,26,2024-10-27,1010.4,25,24.8,42,1.1,25,48,26,100,26,12.6,8,26,25,Traralgon
146.5,-38.19,2022,10,31,2022-10-31,24.8,25,11.6,25,60.8 m,2,26,4,26,3,26,3.1,26,3.9,26,3.2,25,3,26,3.2,25,3.6,26,2024-10-27,990.1,25,12.6,42,1.5,25,48.9,26,100,26,15.3,10.3,26,25,Traralgon
146.5,-38.19,2022,11,1,2022-11-01,14.6,25,8,25,60.8 m,2.4,26,3.1,26,2.7,26,2.4,26,2.9,26,2.4,25,2.8,26,2.4,25,2.9,26,2024-10-27,990,25,15,42,19.9,25,62.6,26,97,26,10.4,4.5,26,25,Traralgon
146.5,-38.19,2022,11,2,2022-11-02,13.9,25,5.1,25,60.8 m,2.6,26,2.8,26,2.7,26,2.2,26,2.6,26,4.3,25,2.8,26,4.3,25,2.8,26,2024-10-27,1004,25,14.6,42,7.8,25,60.5,26,100,26,9.6,4.1,26,25,Traralgon
146.5,-38.19,2022,11,3,2022-11-03,16.4,25,7.4,25,60.8 m,3.5,26,4.1,26,3.8,26,3,26,3.6,26,3.4,25,3.9,26,3.4,25,3.6,26,2024-10-27,1017.1,25,20.3,42,4.2,25,56.3,26,100,26,10.5,5.6,26,25,Traralgon
146.5,-38.19,2022,11,4,2022-11-04,19.4,25,8.8,25,60.8 m,3.1,26,4.2,26,3.6,26,3.1,26,3.8,26,4.1,25,3.7,26,4.1,25,3.7,26,2024-10-27,1027.1,25,18.5,42,1.3,25,53.3,26,100,26,12,7.1,26,25,Traralgon
146.5,-38.19,2022,11,5,2022-11-05,22.9,25,10.8,25,60.8 m,2.7,26,5.5,26,4.1,26,3.9,26,5,26,4,25,4.2,26,4,25,4.4,26,2024-10-27,1026.9,25,19.7,42,0,25,43.7,26,94.2,26,12.2,11,26,25,Traralgon
146.5,-38.19,2022,11,6,2022-11-06,25.8,25,9,25,60.8 m,5.4,26,5.8,26,5.6,26,4.5,26,5.4,26,3.9,25,5.7,26,3.9,25,5.2,26,2024-10-27,1023.7,25,25.7,42,0,25,45.5,26,100,26,15.1,10.7,26,25,Traralgon
146.5,-38.19,2022,11,7,2022-11-07,26.6,25,10.6,25,60.8 m,5,26,6,26,5.5,26,4.6,26,5.5,26,3.4,25,5.6,26,3.4,25,5.2,26,2024-10-27,1021.4,25,24.5,42,0,25,45.1,26,100,26,15.7,11.7,26,25,Traralgon
146.5,-38.19,2022,11,8,2022-11-08,26.6,25,10.3,25,60.8 m,4,26,4.9,26,4.4,26,3.9,26,4.8,26,5,25,4.5,26,5,25,4.5,26,2024-10-27,1018.7,25,19.7,42,0.1,25,46.8,26,100,26,16.3,11,26,25,Traralgon
146.5,-38.19,2022,11,9,2022-11-09,27.1,25,11.2,25,60.8 m,6.7,26,6.7,26,6.7,26,5,26,5.7,26,5.6,25,6.9,26,5.6,25,5.5,26,2024-10-27,1019.9,25,28.8,42,2.4,25,49.4,26,100,26,17.7,10.6,26,25,Traralgon
146.5,-38.19,2022,11,10,2022-11-10,29.6,25,12.5,25,60.8 m,5.1,26,6.3,26,5.7,26,4.9,26,5.9,26,4.5,25,5.8,26,4.5,25,5.5,26,2024-10-27,1015.3,25,23.9,42,0.1,25,44.4,26,100,26,18.4,13.9,26,25,Traralgon
146.5,-38.19,2022,11,11,2022-11-11,24.3,25,17.1,25,60.8 m,3.1,26,3.5,26,3.3,26,2.6,26,3.1,26,3.3,25,3.3,26,3.3,25,2.8,26,2024-10-27,1010.7,25,11.8,42,3.5,25,67.8,26,100,26,20.6,6.6,26,25,Traralgon
146.5,-38.19,2022,11,12,2022-11-12,18.3,25,12.8,25,60.8 m,2.1,26,3.6,26,2.8,26,2.5,26,3.1,26,3.8,25,2.8,26,3.8,25,2.7,26,2024-10-27,1014.1,25,11.5,42,2.1,25,63.3,26,90,26,13.3,6,26,25,Traralgon
146.5,-38.19,2022,11,13,2022-11-13,26.9,25,14.4,25,60.8 m,4.2,26,5.3,26,4.7,26,4,26,4.8,26,2.9,25,4.8,26,2.9,25,4.4,26,2024-10-27,1002.7,25,19.7,42,10.8,25,52.5,26,100,26,18.6,10.8,26,25,Traralgon
146.5,-38.19,2022,11,14,2022-11-14,17.5,25,12.3,25,60.8 m,2.6,26,3.6,26,3.1,26,2.7,26,3.2,26,2.9,25,3.2,26,2.9,25,2.9,26,2024-10-27,994.2,25,14.2,42,1.8,25,65.5,26,91.6,26,13.1,5.3,26,25,Traralgon
146.5,-38.19,2022,11,15,2022-11-15,14.8,25,6.4,25,60.8 m,2.6,26,4.7,26,3.7,26,3.3,26,4,26,3.4,25,3.8,26,3.4,25,3.8,26,2024-10-27,1010.4,25,20.5,42,5.5,25,47.6,26,83.3,26,8,6.7,26,25,Traralgon
146.5,-38.19,2022,11,16,2022-11-16,15.2,25,5.5,25,60.8 m,3.4,26,3.6,26,3.5,26,2.8,26,3.2,26,3.4,25,3.6,26,3.4,25,3.4,26,2024-10-27,1013.2,25,19.4,42,2,25,57.9,26,100,26,10,4.7,26,25,Traralgon
146.5,-38.19,2022,11,17,2022-11-17,18.1,25,5.9,25,60.8 m,4.9,26,5.6,26,5.2,26,4,26,4.7,26,4.4,25,5.4,26,4.4,25,4.7,26,2024-10-27,1018.3,25,27.3,42,1.2,25,46.7,26,100,26,9.7,7.4,26,25,Traralgon
146.5,-38.19,2022,11,18,2022-11-18,20.5,25,4.5,25,60.8 m,6.1,26,6.1,26,6.1,26,4.1,26,4.6,26,5.7,25,6.2,26,5.7,25,4.9,26,2024-10-27,1017,25,30,42,0,25,51,26,100,26,12.3,6.5,26,25,Traralgon
146.5,-38.19,2022,11,19,2022-11-19,20.4,25,10.7,25,60.8 m,1.6,26,3.3,26,2.4,26,2.4,26,3.1,26,4,25,2.4,26,4,25,2.7,26,2024-10-27,1005.4,25,9.6,42,0.3,25,55.1,26,100,26,13.2,7.4,26,25,Traralgon
146.5,-38.19,2022,11,20,2022-11-20,18.1,25,11,25,60.8 m,4.2,26,4.8,26,4.5,26,3.5,26,4.1,26,4.8,25,4.6,26,4.8,25,3.8,26,2024-10-27,995.1,25,22.2,42,25.7,25,60.7,26,96.1,26,12.6,6,26,25,Traralgon
146.5,-38.19,2022,11,21,2022-11-21,12.7,25,7.4,25,60.8 m,1.8,26,4,26,2.9,26,2.8,26,3.5,26,4.3,25,3,26,4.3,25,3.2,26,2024-10-27,998.9,25,16.5,42,11.2,25,53.1,26,75.8,26,7.8,5.6,26,25,Traralgon
146.5,-38.19,2022,11,22,2022-11-22,16.7,25,6,25,60.8 m,3.7,26,3.8,26,3.7,26,3,26,3.4,26,3,25,3.8,26,3,25,3.6,26,2024-10-27,1009.9,25,20.1,42,12.9,25,56.3,26,100,26,10.7,5.3,26,25,Traralgon
146.5,-38.19,2022,11,23,2022-11-23,16.7,25,10.2,25,60.8 m,2.9,26,3.6,26,3.2,26,2.7,26,3.2,26,3.6,25,3.3,26,3.6,25,3,26,2024-10-27,1013.3,25,16.1,42,0.8,25,63.7,26,97.3,26,12.1,5,26,25,Traralgon
146.5,-38.19,2022,11,24,2022-11-24,18.9,25,10.8,25,60.8 m,4,26,4.9,26,4.5,26,3.6,26,4.2,26,4.7,25,4.6,26,4.7,25,3.9,26,2024-10-27,1019.4,25,21.8,42,0.1,25,57.7,26,97.3,26,12.6,6.6,26,25,Traralgon
146.5,-38.19,2022,11,25,2022-11-25,19.3,25,10.2,25,60.8 m,3.2,26,4.4,26,3.8,26,3.3,26,3.9,26,4.4,25,3.9,26,4.4,25,3.6,26,2024-10-27,1020.3,25,18.6,42,0,25,55.4,26,99.7,26,12.4,7,26,25,Traralgon
146.5,-38.19,2022,11,26,2022-11-26,24.1,25,6.7,25,60.8 m,3.9,26,5.1,26,4.5,26,4.1,26,5,26,4.9,25,4.6,26,4.9,25,4.7,26,2024-10-27,1013.2,25,21.8,42,0,25,41.7,26,100,26,12.5,10.5,26,25,Traralgon
146.5,-38.19,2022,11,27,2022-11-27,20.5,25,13.4,25,60.8 m,5,26,5.8,26,5.4,26,4.2,26,4.8,26,4.8,25,5.5,26,4.8,25,4.3,26,2024-10-27,1003,25,25,42,0.5,25,59.3,26,93.1,26,14.3,7.3,26,25,Traralgon
146.5,-38.19,2022,11,28,2022-11-28,18.1,25,8.8,25,60.8 m,1.8,26,3.8,26,2.8,26,2.9,26,3.6,26,4.3,25,2.9,26,4.3,25,3.2,26,2024-10-27,1008,25,14.3,42,0.2,25,52,26,95.4,26,10.8,7.1,26,25,Traralgon
146.5,-38.19,2022,11,29,2022-11-29,19.3,25,9.8,25,60.8 m,5.9,26,6.2,26,6,26,4.4,26,5,26,5.2,25,6.2,26,5.2,25,4.8,26,2024-10-27,1013.9,25,29.1,42,1.2,25,54.1,26,99.9,26,12.1,7.2,26,25,Traralgon
146.5,-38.19,2022,11,30,2022-11-30,20.5,25,6.1,25,60.8 m,5.7,26,5.7,26,5.7,26,4.1,26,4.7,26,5.7,25,5.9,26,5.7,25,4.8,26,2024-10-27,1019.4,25,28.4,42,0.1,25,50.6,26,100,26,12.2,7,26,25,Traralgon
146.5,-38.19,2022,12,1,2022-12-01,20.6,25,9.6,25,60.8 m,3,26,3.8,26,3.4,26,3,26,3.6,26,6,25,3.5,26,6,25,3.6,26,2024-10-27,1018.8,25,16.1,42,0,25,55.2,26,100,26,13.4,7,26,25,Traralgon
146.5,-38.19,2022,12,2,2022-12-02,23.6,25,10.7,25,60.8 m,6.3,26,7.5,26,6.9,26,5.3,26,6.3,26,4.9,25,7.1,26,4.9,25,6,26,2024-10-27,1018.5,25,31.4,42,0,25,44.3,26,100,26,12.9,11,26,25,Traralgon
146.5,-38.19,2022,12,3,2022-12-03,30.1,25,11,25,60.8 m,6.9,26,8.1,26,7.5,26,6.1,26,7.4,26,5.8,25,7.7,26,5.8,25,6.8,26,2024-10-27,1016.3,25,31.4,42,0,25,38.7,26,100,26,16.5,15.8,26,25,Traralgon
146.5,-38.19,2022,12,4,2022-12-04,33.4,25,12.8,25,60.8 m,6.3,26,9,26,7.6,26,6.7,26,8.3,26,7.4,25,7.8,26,7.4,25,7.5,26,2024-10-27,1012.5,25,30.7,42,0,25,34.2,26,100,26,17.6,20.7,26,25,Traralgon
146.5,-38.19,2022,12,5,2022-12-05,19.5,25,16,25,60.8 m,2.2,26,4.2,26,3.2,26,3,26,3.7,26,5.7,25,3.2,26,5.7,25,3.2,26,2024-10-27,1006.4,25,13.2,42,0,25,64.4,26,80.3,26,14.6,6.9,26,25,Traralgon
146.5,-38.19,2022,12,6,2022-12-06,21.5,25,11.5,25,60.8 m,4.9,26,6.1,26,5.5,26,4.4,26,5.2,26,5,25,5.6,26,5,25,5,26,2024-10-27,1011.9,25,25.7,42,12,25,51.1,26,96.6,26,13.1,8.9,26,25,Traralgon
146.5,-38.19,2022,12,7,2022-12-07,22.4,25,8.9,25,60.8 m,4.1,26,5.2,26,4.6,26,4,26,4.8,26,5.2,25,4.7,26,5.2,25,4.6,26,2024-10-27,1003.7,25,22.1,42,0.1,25,47.6,26,100,26,12.9,9.1,26,25,Traralgon
146.5,-38.19,2022,12,8,2022-12-08,16.8,25,7.4,25,60.8 m,4,26,4.5,26,4.3,26,3.4,26,3.9,26,5.3,25,4.4,26,5.3,25,4.2,26,2024-10-27,1010.5,25,22.3,42,2.1,25,55.4,26,100,26,10.6,5.8,26,25,Traralgon
146.5,-38.19,2022,12,9,2022-12-09,18.9,25,7,25,60.8 m,3.5,26,5.5,26,4.5,26,4,26,4.8,26,6.5,25,4.6,26,6.5,25,4.7,26,2024-10-27,1016.9,25,23.4,42,2.2,25,43.1,26,93.9,26,9.4,8.7,26,25,Traralgon
146.5,-38.19,2022,12,10,2022-12-10,22.5,25,3.4,25,60.8 m,6.1,26,6.8,26,6.4,26,5,26,6,26,6,25,6.6,26,6,25,6.1,26,2024-10-27,1017.5,25,31.9,42,0,25,36.3,26,100,26,9.9,10.4,26,25,Traralgon
146.5,-38.19,2022,12,11,2022-12-11,27.2,25,9.7,25,60.8 m,2.2,26,5.3,26,3.7,26,4.1,26,5.3,26,3.5,25,3.8,26,3.5,25,4.7,26,2024-10-27,1007.4,25,16.3,42,0.1,25,38,26,100,26,13.7,14.1,26,25,Traralgon
146.5,-38.19,2022,12,12,2022-12-12,16.7,25,12.3,25,60.8 m,3.6,26,3.6,26,3.6,26,2.5,26,2.8,26,4.2,25,3.7,26,4.2,25,3,26,2024-10-27,997.4,25,15.3,42,18,25,74.2,26,98.6,26,14.1,3.6,26,25,Traralgon
146.5,-38.19,2022,12,13,2022-12-13,19.7,25,9.7,25,60.8 m,1.8,26,4.9,26,3.4,26,3.5,26,4.5,26,4.3,25,3.4,26,4.3,25,4,26,2024-10-27,1006.9,25,16.7,42,8.6,25,44.9,26,85.6,26,10.3,9.3,26,25,Traralgon
146.5,-38.19,2022,12,14,2022-12-14,17.3,25,5.8,25,60.8 m,4.3,26,4.3,26,4.3,26,3.2,26,3.7,26,4.3,25,4.5,26,4.3,25,4.2,26,2024-10-27,1009.3,25,22.8,42,10.5,25,56.7,26,100,26,11.2,5.2,26,25,Traralgon
146.5,-38.19,2022,12,15,2022-12-15,17.4,25,8,25,60.8 m,4.5,26,4.7,26,4.6,26,3.5,26,4,26,4,25,4.7,26,4,25,4.3,26,2024-10-27,1015.8,25,23.6,42,2.4,25,56.9,26,100,26,11.3,5.8,26,25,Traralgon
146.5,-38.19,2022,12,16,2022-12-16,19.9,25,7.7,25,60.8 m,3.2,26,4.4,26,3.8,26,3.4,26,4.1,26,5.9,25,3.9,26,5.9,25,4.1,26,2024-10-27,1019.1,25,19.1,42,0.2,25,49.1,26,100,26,11.4,7.8,26,25,Traralgon
146.5,-38.19,2022,12,17,2022-12-17,19.7,25,9.9,25,60.8 m,2.8,26,3.6,26,3.2,26,2.6,26,3.2,26,6.2,25,3.2,26,6.2,25,3.2,26,2024-10-27,1023.9,25,13.2,42,0.2,25,57.5,26,100,26,13.2,6.5,26,25,Traralgon
146.5,-38.19,2022,12,18,2022-12-18,19.6,25,11.1,25,60.8 m,4.6,26,6,26,5.3,26,4.3,26,5,26,6.9,25,5.4,26,6.9,25,4.8,26,2024-10-27,1026.3,25,25.6,42,0.1,25,51.8,26,89.4,26,11.8,8.2,26,25,Traralgon
146.5,-38.19,2022,12,19,2022-12-19,21.8,25,8.9,25,60.8 m,6.5,26,7.2,26,6.9,26,5.1,26,5.9,26,7,25,7.1,26,7,25,5.9,26,2024-10-27,1026.7,25,32.2,42,0,25,45.6,26,100,26,11.9,9.5,26,25,Traralgon
146.5,-38.19,2022,12,20,2022-12-20,21.7,25,9.9,25,60.8 m,6.5,26,7.3,26,6.9,26,5.1,26,6,26,6.5,25,7.1,26,6.5,25,5.8,26,2024-10-27,1023.7,25,32.1,42,0,25,46.6,26,99.3,26,12.1,9.5,26,25,Traralgon
146.5,-38.19,2022,12,21,2022-12-21,23.4,25,10.4,25,60.8 m,4.9,26,6.7,26,5.8,26,4.8,26,5.8,26,5.5,25,6,26,5.5,25,5.4,26,2024-10-27,1017.1,25,27,42,0,25,44.1,26,100,26,12.7,10.9,26,25,Traralgon
146.5,-38.19,2022,12,22,2022-12-22,24.7,25,13.9,25,60.8 m,4.1,26,5.7,26,4.9,26,4.2,26,5.1,26,4.5,25,5,26,4.5,25,4.7,26,2024-10-27,1012.6,25,21.3,42,0.1,25,51.8,26,100,26,16.1,10.3,26,25,Traralgon
146.5,-38.19,2022,12,23,2022-12-23,26.6,25,12.3,25,60.8 m,6.3,26,6.3,26,6.3,26,4.8,26,5.5,26,4.6,25,6.5,26,4.6,25,5.4,26,2024-10-27,1011.7,25,27,42,1.7,25,52,26,100,26,18.1,10,26,25,Traralgon
146.5,-38.19,2022,12,24,2022-12-24,25.3,25,15.3,25,60.8 m,5.8,26,7.7,26,6.8,26,5.4,26,6.4,26,6.8,25,6.9,26,6.8,25,5.8,26,2024-10-27,1010.7,25,28.9,42,0,25,49,26,90.9,26,15.8,11.9,26,25,Traralgon
146.5,-38.19,2022,12,25,2022-12-25,31.2,25,13.2,25,60.8 m,6.1,26,8.9,26,7.5,26,6.5,26,8,26,7.6,25,7.7,26,7.6,25,7.1,26,2024-10-27,1013.5,25,30.9,42,0,25,35.7,26,100,26,16.2,18.8,26,25,Traralgon
146.5,-38.19,2022,12,26,2022-12-26,36.3,25,15,25,60.8 m,4.4,26,8.7,26,6.5,26,6.5,26,8.4,26,7.7,25,6.7,26,7.7,25,7.5,26,2024-10-27,1017.8,25,24.7,42,0.1,25,31.8,26,100,26,19.2,25.7,26,25,Traralgon
146.5,-38.19,2022,12,27,2022-12-27,35.4,25,15.9,25,60.8 m,6.5,26,9.1,26,7.8,26,6.9,26,8.4,26,9.6,25,8,26,9.6,25,7.6,26,2024-10-27,1019.5,25,29.4,42,0.4,25,37.1,26,100,26,21.3,22.4,26,25,Traralgon
146.5,-38.19,2022,12,28,2022-12-28,30,25,17.9,25,60.8 m,0.2,26,4.5,26,2.3,26,3.7,26,5.4,26,4.8,25,2.3,26,4.8,25,4.3,26,2024-10-27,1007,25,6.9,42,0.1,25,35.1,26,72.7,26,14.9,20.7,26,25,Traralgon
146.5,-38.19,2022,12,29,2022-12-29,22.1,25,13.4,25,60.8 m,1.3,26,5.9,26,3.6,26,4,26,5.2,26,5.2,25,3.7,26,5.2,25,4.3,26,2024-10-27,1018.9,25,16.5,42,0,25,41.7,26,72.2,26,11.1,12.2,26,25,Traralgon
146.5,-38.19,2022,12,30,2022-12-30,29.3,25,15.1,25,60.8 m,4.8,26,8.1,26,6.5,26,5.8,26,7.1,26,3.6,25,6.6,26,3.6,25,6.2,26,2024-10-27,1016.6,25,26.7,42,0,25,40,26,95,26,16.3,16.8,26,25,Traralgon
