longitude,latitude,year,month,day,date,air_tmax,air_tmax_source,air_tmin,air_tmin_source,elev_m,et_morton_actual,et_morton_actual_source,et_morton_potential,et_morton_potential_source,et_morton_wet,et_morton_wet_source,et_short_crop,et_short_crop_source,et_tall_crop,et_tall_crop_source,evap_comb,evap_comb_source,evap_morton_lake,evap_morton_lake_source,evap_pan,evap_pan_source,evap_syn,evap_syn_source,extracted,mslp,mslp_source,radiation,radiation_source,rainfall,rainfall_source,rh_tmax,rh_tmax_source,rh_tmin,rh_tmin_source,vp,vp_deficit,vp_deficit_source,vp_source,location
146.5,-38.19,2022,6,26,2022-06-26,13.7,25,9.7,25,60.8 m,0.5,26,0.8,26,0.6,26,1,26,1.5,26,1.2,25,0.6,26,1.2,25,1.2,26,2024-10-27,1022,25,5.7,42,0,25,68.3,26,89,26,10.7,4,26,25,Traralgon
146.5,-38.19,2022,6,27,2022-06-27,11.7,25,4.8,25,60.8 m,0.7,26,0.7,26,0.7,26,0.8,26,1.1,26,1.1,25,0.7,26,1.1,25,1.1,26,2024-10-27,1031.1,25,7.2,42,10.2,25,65.5,26,100,26,9,3.3,26,25,Traralgon
146.5,-38.19,2022,6,28,2022-06-28,11.3,25,0,25,60.8 m,0.6,26,0.6,26,0.6,26,0.7,26,1.1,26,0.8,25,0.6,26,0.8,25,1.1,26,2024-10-27,1032.1,25,6.6,42,0.9,25,58.3,26,100,26,7.8,3.3,26,25,Traralgon
146.5,-38.19,2022,6,29,2022-06-29,9.2,25,-0.7,25,60.8 m,0.5,26,0.5,26,0.5,26,0.8,26,1.2,26,1.2,25,0.5,26,1.2,25,1.1,26,2024-10-27,1024.8,25,4.9,42,0,25,55.9,26,100,26,6.5,3.3,26,25,Traralgon
146.5,-38.19,2022,6,30,2022-06-30,15,25,1.2,25,60.8 m,0.5,26,1.1,26,0.8,26,1.3,26,2,26,1.2,25,0.8,26,1.2,25,1.4,26,2024-10-27,1024.8,25,8,42,0.2,25,44,26,100,26,7.5,6.1,26,25,Traralgon
146.5,-38.19,2022,7,1,2022-07-01,13.9,25,0.7,25,60.8 m,0.6,26,0.6,26,0.6,26,0.8,26,1.2,26,0.8,25,0.6,26,0.8,25,1.3,26,2024-10-27,1030.5,25,6.8,42,0.1,25,56.7,26,100,26,9,3.8,26,25,Traralgon
146.5,-38.19,2022,7,2,2022-07-02,13.3,25,1.2,25,60.8 m,0.7,26,1,26,0.8,26,0.9,26,1.4,26,0.9,25,0.8,26,0.9,25,1.4,26,2024-10-27,1031,25,8.3,42,0.3,25,53.7,26,100,26,8.2,4.3,26,25,Traralgon
146.5,-38.19,2022,7,3,2022-07-03,13.6,25,1.5,25,60.8 m,0.6,26,0.6,26,0.6,26,0.9,26,1.3,26,0.8,25,0.6,26,0.8,25,1.4,26,2024-10-27,1029.4,25,6.7,42,0,25,55.3,26,100,26,8.6,4.2,26,25,Traralgon
146.5,-38.19,2022,7,4,2022-07-04,14.7,25,0.9,25,60.8 m,0.9,26,1.1,26,1,26,0.9,26,1.3,26,0.8,25,1,26,0.8,25,1.4,26,2024-10-27,1028.2,25,9.3,42,0,25,54.4,26,100,26,9.1,4.2,26,25,Traralgon
146.5,-38.19,2022,7,5,2022-07-05,14.5,25,3.6,25,60.8 m,0.8,26,1,26,0.9,26,0.8,26,1.1,26,0.8,25,0.9,26,0.8,25,1.3,26,2024-10-27,1028,25,8.7,42,0,25,61.2,26,100,26,10.1,3.7,26,25,Traralgon
146.5,-38.19,2022,7,6,2022-07-06,15.5,25,-1.4,25,60.8 m,0.5,26,1.5,26,1,26,1.3,26,2.1,26,0.8,25,1,26,0.8,25,1.8,26,2024-10-27,1023.6,25,9.4,42,0.1,25,39.8,26,100,26,7,6.4,26,25,Traralgon
146.5,-38.19,2022,7,7,2022-07-07,12.4,25,-0.2,25,60.8 m,0.4,26,0.4,26,0.4,26,0.4,26,0.4,26,1.2,25,0.3,26,1.2,25,1,26,2024-10-27,1017.1,25,6.8,42,0.2,25,69.5,26,100,26,10,1.7,26,25,Traralgon
146.5,-38.19,2022,7,8,2022-07-08,12.8,25,7.5,25,60.8 m,0.8,26,0.8,26,0.8,26,0.7,26,1,26,1.1,25,0.7,26,1.1,25,1.1,26,2024-10-27,1011.7,25,5.5,42,3.9,25,73.8,26,100,26,10.9,2.6,26,25,Traralgon
146.5,-38.19,2022,7,9,2022-07-09,13.1,25,6.6,25,60.8 m,0.7,26,0.7,26,0.7,26,0.8,26,1,26,0.6,25,0.7,26,0.6,25,1.1,26,2024-10-27,1020.7,25,6.6,42,5.1,25,70.4,26,100,26,10.6,2.9,26,25,Traralgon
146.5,-38.19,2022,7,10,2022-07-10,14.3,25,2.4,25,60.8 m,0.7,26,1.4,26,1,26,1,26,1.5,26,1.5,25,1,26,1.5,25,1.5,26,2024-10-27,1029.3,25,9.5,42,3,25,54,26,100,26,8.8,4.6,26,25,Traralgon
146.5,-38.19,2022,7,11,2022-07-11,14.5,25,1.9,25,60.8 m,0.5,26,1.2,26,0.8,26,1.2,26,1.9,26,0.8,25,0.8,26,0.8,25,1.6,26,2024-10-27,1025.1,25,8.1,42,0.3,25,46.7,26,100,26,7.7,5.7,26,25,Traralgon
146.5,-38.19,2022,7,12,2022-07-12,10.6,25,3.1,25,60.8 m,0.8,26,0.8,26,0.8,26,0.7,26,0.9,26,0.7,25,0.8,26,0.7,25,1.1,26,2024-10-27,1017.7,25,5.4,42,0,25,68.9,26,100,26,8.8,2.5,26,25,Traralgon
146.5,-38.19,2022,7,13,2022-07-13,12.4,25,4.9,25,60.8 m,0.8,26,1,26,0.9,26,0.8,26,1.1,26,1.5,25,0.9,26,1.5,25,1.2,26,2024-10-27,1018,25,8.6,42,3.3,25,67.4,26,100,26,9.7,3,26,25,Traralgon
146.5,-38.19,2022,7,14,2022-07-14,12,25,4,25,60.8 m,0.6,26,0.6,26,0.6,26,0.8,26,1.1,26,0.8,25,0.6,26,0.8,25,1.2,26,2024-10-27,1027,25,6.4,42,0.1,25,65.6,26,100,26,9.2,3.1,26,25,Traralgon
146.5,-38.19,2022,7,15,2022-07-15,14.4,25,0.8,25,60.8 m,0.9,26,1.3,26,1.1,26,1,26,1.4,26,0.8,25,1.1,26,0.8,25,1.4,26,2024-10-27,1027.6,25,9.7,42,0.2,25,53.7,26,100,26,8.8,4.3,26,25,Traralgon
146.5,-38.19,2022,7,16,2022-07-16,13,25,2.9,25,60.8 m,0.6,26,0.7,26,0.7,26,1,26,1.5,26,1.6,25,0.7,26,1.6,25,1.4,26,2024-10-27,1020.3,25,6.4,42,0,25,55.5,26,100,26,8.3,4.4,26,25,Traralgon
146.5,-38.19,2022,7,17,2022-07-17,16.5,25,4.9,25,60.8 m,0.6,26,0.9,26,0.7,26,1.2,26,1.7,26,1.8,25,0.7,26,1.8,25,1.6,26,2024-10-27,1005.7,25,6.5,42,0,25,54.4,26,100,26,10.2,5.4,26,25,Traralgon
146.5,-38.19,2022,7,18,2022-07-18,10.9,25,6.2,25,60.8 m,0.7,26,0.9,26,0.8,26,0.8,26,1.2,26,1,25,0.8,26,1,25,1.1,26,2024-10-27,1016.9,25,7.5,42,6.8,25,71.4,26,98.1,26,9.3,2.7,26,25,Traralgon
146.5,-38.19,2022,7,19,2022-07-19,11.7,25,0.6,25,60.8 m,0.8,26,1,26,0.9,26,0.8,26,1.2,26,1.1,25,0.9,26,1.1,25,1.2,26,2024-10-27,1031.6,25,8.7,42,1.7,25,58.9,26,100,26,8.1,3.3,26,25,Traralgon
146.5,-38.19,2022,7,20,2022-07-20,12.8,25,1.4,25,60.8 m,0.7,26,1.6,26,1.2,26,1,26,1.5,26,1.1,25,1.1,26,1.1,25,1.4,26,2024-10-27,1034.3,25,10.2,42,0.1,25,54.2,26,100,26,8,4.2,26,25,Traralgon
146.5,-38.19,2022,7,21,2022-07-21,13.7,25,1.4,25,60.8 m,0.7,26,1.7,26,1.2,26,1.2,26,1.8,26,1,25,1.2,26,1,25,1.5,26,2024-10-27,1035.1,25,10.3,42,0.1,25,49.8,26,100,26,7.8,5,26,25,Traralgon
146.5,-38.19,2022,7,22,2022-07-22,14.8,25,0.8,25,60.8 m,1,26,1.3,26,1.2,26,1,26,1.5,26,1.5,25,1.2,26,1.5,25,1.5,26,2024-10-27,1031.3,25,10.3,42,0.1,25,53.5,26,100,26,9,4.4,26,25,Traralgon
146.5,-38.19,2022,7,23,2022-07-23,15.9,25,3.1,25,60.8 m,0.6,26,1.1,26,0.8,26,1.2,26,1.8,26,0.9,25,0.8,26,0.9,25,1.6,26,2024-10-27,1025.2,25,7.3,42,0,25,51,26,100,26,9.2,5.5,26,25,Traralgon
146.5,-38.19,2022,7,24,2022-07-24,18.1,25,5.8,25,60.8 m,0.7,26,1.5,26,1.1,26,1.3,26,1.8,26,1.2,25,1.1,26,1.2,25,1.7,26,2024-10-27,1022.4,25,8.9,42,0.2,25,54.4,26,100,26,11.3,5.8,26,25,Traralgon
146.5,-38.19,2022,7,25,2022-07-25,16.2,25,1.7,25,60.8 m,0.7,26,1.4,26,1.1,26,1.2,26,1.8,26,1.5,25,1.1,26,1.5,25,1.6,26,2024-10-27,1016.9,25,9.1,42,0.1,25,50,26,100,26,9.2,5.4,26,25,Traralgon
146.5,-38.19,2022,7,26,2022-07-26,11.9,25,6,25,60.8 m,0.8,26,0.8,26,0.8,26,0.9,26,1.1,26,1.3,25,0.8,26,1.3,25,1.1,26,2024-10-27,1012.7,25,7,42,5.8,25,71.1,26,100,26,9.9,2.7,26,25,Traralgon
146.5,-38.19,2022,7,27,2022-07-27,14.1,25,7.7,25,60.8 m,0.8,26,1,26,0.9,26,0.9,26,1.2,26,0.7,25,0.9,26,0.7,25,1.2,26,2024-10-27,1019.5,25,7.1,42,1.5,25,70.3,26,100,26,11.3,3.2,26,25,Traralgon
146.5,-38.19,2022,7,28,2022-07-28,13,25,6.3,25,60.8 m,0.9,26,1,26,0.9,26,0.9,26,1.1,26,1.3,25,0.9,26,1.3,25,1.1,26,2024-10-27,1024,25,7.9,42,0.7,25,70.8,26,100,26,10.6,2.8,26,25,Traralgon
146.5,-38.19,2022,7,29,2022-07-29,12.9,25,4.3,25,60.8 m,1.3,26,1.4,26,1.3,26,1,26,1.3,26,1.4,25,1.3,26,1.4,25,1.2,26,2024-10-27,1027.3,25,10.7,42,5.1,25,65.2,26,100,26,9.7,3.2,26,25,Traralgon
146.5,-38.19,2022,7,30,2022-07-30,13.5,25,-1.5,25,60.8 m,0.5,26,2,26,1.3,26,1.5,26,2.2,26,1.7,25,1.3,26,1.7,25,1.7,26,2024-10-27,1026.6,25,10.9,42,0.2,25,40.1,26,100,26,6.2,5.9,26,25,Traralgon
146.5,-38.19,2022,7,31,2022-07-31,11.7,25,0.4,25,60.8 m,0.8,26,0.8,26,0.8,26,0.9,26,1.2,26,2,25,0.7,26,2,25,1.3,26,2024-10-27,1016.3,25,4.7,42,0,25,58.2,26,100,26,8,3.4,26,25,Traralgon
146.5,-38.19,2022,8,1,2022-08-01,15.1,25,5.2,25,60.8 m,0.6,26,2.2,26,1.4,26,1.4,26,2.1,26,2.1,25,1.4,26,2.1,25,2,26,2024-10-27,1011.5,25,10.8,42,1.3,25,52.5,26,100,26,9,5.6,26,25,Traralgon
146.5,-38.19,2022,8,2,2022-08-02,17.9,25,9.9,25,60.8 m,0.4,26,2.9,26,1.6,26,2,26,2.9,26,2.7,25,1.6,26,2.7,25,2.5,26,2024-10-27,1015,25,11.2,42,0.1,25,46.3,26,77.9,26,9.5,8.6,26,25,Traralgon
146.5,-38.19,2022,8,3,2022-08-03,19.2,25,10,25,60.8 m,0.5,26,3,26,1.7,26,1.9,26,2.7,26,2.4,25,1.7,26,2.4,25,2.4,26,2024-10-27,1003.1,25,11.4,42,0.1,25,49.5,26,89.6,26,11,8.2,26,25,Traralgon
146.5,-38.19,2022,8,4,2022-08-04,18.5,25,6.9,25,60.8 m,1.2,26,1.4,26,1.3,26,1.2,26,1.5,26,1.8,25,1.3,26,1.8,25,1.7,26,2024-10-27,998.1,25,6.5,42,2.9,25,60.6,26,100,26,12.9,4.8,26,25,Traralgon
146.5,-38.19,2022,8,5,2022-08-05,16,25,8.5,25,60.8 m,0.4,26,2,26,1.2,26,1.7,26,2.4,26,1.2,25,1.2,26,1.2,25,2,26,2024-10-27,998,25,8.6,42,0.1,25,51.7,26,84.8,26,9.4,6.7,26,25,Traralgon
146.5,-38.19,2022,8,6,2022-08-06,15,25,4.6,25,60.8 m,1.4,26,1.4,26,1.4,26,1.1,26,1.4,26,1.1,25,1.4,26,1.1,25,1.7,26,2024-10-27,1006.4,25,10.5,42,5,25,62.8,26,100,26,10.7,3.7,26,25,Traralgon
146.5,-38.19,2022,8,7,2022-08-07,13.6,25,2.6,25,60.8 m,0.7,26,0.7,26,0.7,26,0.9,26,1.1,26,1.7,25,0.7,26,1.7,25,1.5,26,2024-10-27,1017.9,25,9.4,42,0,25,65.5,26,100,26,10.2,2.8,26,25,Traralgon
146.5,-38.19,2022,8,8,2022-08-08,14.6,25,1,25,60.8 m,1.2,26,1.7,26,1.5,26,1.3,26,1.8,26,1.5,25,1.5,26,1.5,25,1.9,26,2024-10-27,1025.2,25,11.5,42,0,25,51.8,26,100,26,8.6,4.7,26,25,Traralgon
146.5,-38.19,2022,8,9,2022-08-09,14,25,2.1,25,60.8 m,1,26,1.9,26,1.4,26,1.3,26,1.8,26,1.5,25,1.4,26,1.5,25,1.9,26,2024-10-27,1028.5,25,11.3,42,3.6,25,53.2,26,100,26,8.5,4.6,26,25,Traralgon
146.5,-38.19,2022,8,10,2022-08-10,11.7,25,-0.2,25,60.8 m,1,26,1.1,26,1,26,1,26,1.4,26,1.4,25,1,26,1.4,25,1.6,26,2024-10-27,1028.3,25,8.9,42,0.2,25,57.5,26,100,26,7.9,3.4,26,25,Traralgon
146.5,-38.19,2022,8,11,2022-08-11,13.7,25,3.1,25,60.8 m,0.9,26,0.9,26,0.9,26,0.9,26,1.1,26,0.9,25,0.9,26,0.9,25,1.3,26,2024-10-27,1017.5,25,5.8,42,0,25,65.1,26,100,26,10.2,3,26,25,Traralgon
146.5,-38.19,2022,8,12,2022-08-12,17.7,25,0.1,25,60.8 m,1.5,26,1.8,26,1.7,26,1.6,26,2.1,26,1.1,25,1.7,26,1.1,25,2.2,26,2024-10-27,1014.7,25,12.3,42,0,25,47.4,26,100,26,9.6,5.7,26,25,Traralgon
146.5,-38.19,2022,8,13,2022-08-13,11.4,25,6.4,25,60.8 m,0.6,26,0.6,26,0.6,26,0.6,26,0.6,26,1.7,25,0.5,26,1.7,25,1,26,2024-10-27,1014.2,25,5.2,42,0.1,25,83.9,26,100,26,11.3,1.1,26,25,Traralgon
146.5,-38.19,2022,8,14,2022-08-14,11.4,25,6.4,25,60.8 m,1,26,1,26,1,26,0.8,26,1,26,2,25,1,26,2,25,1.1,26,2024-10-27,1002.7,25,5.6,42,13.3,25,76.5,26,100,26,10.3,2.1,26,25,Traralgon
146.5,-38.19,2022,8,15,2022-08-15,13.9,25,9.2,25,60.8 m,0.7,26,2,26,1.3,26,1.4,26,1.9,26,1.6,25,1.3,26,1.6,25,1.6,26,2024-10-27,1002,25,9.2,42,38.2,25,66.8,26,91.2,26,10.6,4.1,26,25,Traralgon
146.5,-38.19,2022,8,16,2022-08-16,14.5,25,8.7,25,60.8 m,1.3,26,1.5,26,1.4,26,1.2,26,1.5,26,1.3,25,1.4,26,1.3,25,1.5,26,2024-10-27,1010,25,9.6,42,5.5,25,72.1,26,100,26,11.9,3.1,26,25,Traralgon
146.5,-38.19,2022,8,17,2022-08-17,14.8,25,6.1,25,60.8 m,1.2,26,1.8,26,1.5,26,1.4,26,1.8,26,1.9,25,1.5,26,1.9,25,1.7,26,2024-10-27,1020.1,25,10.7,42,2.5,25,61.8,26,100,26,10.4,4.2,26,25,Traralgon
146.5,-38.19,2022,8,18,2022-08-18,17.1,25,9.3,25,60.8 m,0.6,26,1.8,26,1.2,26,1.5,26,2.1,26,1.9,25,1.2,26,1.9,25,1.8,26,2024-10-27,1007.5,25,5.8,42,0.2,25,58,26,96.5,26,11.3,5.9,26,25,Traralgon
146.5,-38.19,2022,8,19,2022-08-19,14.4,25,8.2,25,60.8 m,1.4,26,2.7,26,2.1,26,1.7,26,2.2,26,2,25,2.1,26,2,25,1.9,26,2024-10-27,1013.8,25,13.6,42,8.4,25,61.6,26,92.9,26,10.1,4.7,26,25,Traralgon
146.5,-38.19,2022,8,20,2022-08-20,13.6,25,7.4,25,60.8 m,1.6,26,1.6,26,1.6,26,1.2,26,1.5,26,2.1,25,1.6,26,2.1,25,1.5,26,2024-10-27,1017.9,25,11.1,42,3.4,25,72.6,26,100,26,11.3,2.8,26,25,Traralgon
146.5,-38.19,2022,8,21,2022-08-21,13.5,25,2.8,25,60.8 m,1.4,26,2.3,26,1.9,26,1.6,26,2,26,2.1,25,1.9,26,2.1,25,1.9,26,2024-10-27,1026.3,25,13.4,42,0.1,25,54.3,26,100,26,8.4,4.6,26,25,Traralgon
146.5,-38.19,2022,8,22,2022-08-22,18.1,25,3.9,25,60.8 m,1.3,26,2.9,26,2.1,26,2,26,2.8,26,1.6,25,2.1,26,1.6,25,2.4,26,2024-10-27,1011.7,25,13.8,42,0.2,25,45.8,26,100,26,9.5,7.1,26,25,Traralgon
146.5,-38.19,2022,8,23,2022-08-23,12.3,25,5.3,25,60.8 m,1.3,26,2.2,26,1.7,26,1.5,26,1.9,26,2,25,1.7,26,2,25,1.7,26,2024-10-27,1014.9,25,12.4,42,20.7,25,62.3,26,100,26,8.9,3.8,26,25,Traralgon
146.5,-38.19,2022,8,24,2022-08-24,11.8,25,5,25,60.8 m,1.2,26,1.4,26,1.3,26,1.1,26,1.3,26,1.2,25,1.3,26,1.2,25,1.3,26,2024-10-27,1021.8,25,7.2,42,0.6,25,68.7,26,100,26,9.5,2.9,26,25,Traralgon
146.5,-38.19,2022,8,25,2022-08-25,15.6,25,8.7,25,60.8 m,1.8,26,2,26,1.9,26,1.5,26,1.9,26,1.1,25,1.9,26,1.1,25,1.7,26,2024-10-27,1024.5,25,12.4,42,1.7,25,68.3,26,100,26,12.1,3.7,26,25,Traralgon
146.5,-38.19,2022,8,26,2022-08-26,15.1,25,6.4,25,60.8 m,1.5,26,1.6,26,1.5,26,1.3,26,1.6,26,1.5,25,1.5,26,1.5,25,1.6,26,2024-10-27,1030,25,10.3,42,0.2,25,65.9,26,100,26,11.3,3.6,26,25,Traralgon
146.5,-38.19,2022,8,27,2022-08-27,17.9,25,6.1,25,60.8 m,2.2,26,2.6,26,2.4,26,1.9,26,2.3,26,2.3,25,2.4,26,2.3,25,2.2,26,2024-10-27,1030.1,25,14.8,42,0,25,56.6,26,100,26,11.6,5.4,26,25,Traralgon
146.5,-38.19,2022,8,28,2022-08-28,20.1,25,4.3,25,60.8 m,0.8,26,2.9,26,1.9,26,2.2,26,3,26,1.8,25,1.9,26,1.8,25,2.6,26,2024-10-27,1026.2,25,11.7,42,0.1,25,42.9,26,100,26,10.1,8.2,26,25,Traralgon
146.5,-38.19,2022,8,29,2022-08-29,17,25,6.1,25,60.8 m,1.2,26,1.8,26,1.5,26,1.4,26,1.9,26,1.1,25,1.5,26,1.1,25,1.7,26,2024-10-27,1020,25,7.2,42,0.1,25,58.4,26,100,26,11.3,5,26,25,Traralgon
146.5,-38.19,2022,8,30,2022-08-30,13.9,25,8.4,25,60.8 m,0.5,26,2.5,26,1.5,26,1.8,26,2.5,26,1.6,25,1.6,26,1.6,25,1.9,26,2024-10-27,1011.3,25,10,42,2.4,25,56.7,26,81.7,26,9,5.5,26,25,Traralgon
146.5,-38.19,2022,8,31,2022-08-31,16.1,25,5.5,25,60.8 m,1.6,26,3.3,26,2.4,26,2.1,26,2.8,26,1.7,25,2.5,26,1.7,25,2.3,26,2024-10-27,1025.1,25,15.5,42,0.6,25,49.8,26,100,26,9.1,6.3,26,25,Traralgon
146.5,-38.19,2022,9,1,2022-09-01,15.1,25,3.6,25,60.8 m,1.7,26,1.7,26,1.7,26,1.5,26,1.8,26,1.6,25,1.7,26,1.6,25,2.1,26,2024-10-27,1023.7,25,11.6,42,0,25,60.1,26,100,26,10.3,3.9,26,25,Traralgon
146.5,-38.19,2022,9,2,2022-09-02,13.1,25,6.4,25,60.8 m,1.3,26,3,26,2.1,26,1.9,26,2.5,26,2.5,25,2.2,26,2.5,25,2.4,26,2024-10-27,1028,25,14.1,42,0.2,25,56.4,26,88.5,26,8.5,5,26,25,Traralgon
146.5,-38.19,2022,9,3,2022-09-03,15.3,25,3.9,25,60.8 m,1.8,26,1.8,26,1.8,26,1.5,26,1.9,26,2.5,25,1.8,26,2.5,25,2.1,26,2024-10-27,1030.5,25,11.7,42,0,25,59.9,26,100,26,10.4,4,26,25,Traralgon
146.5,-38.19,2022,9,4,2022-09-04,13.3,25,1.6,25,60.8 m,1.7,26,1.7,26,1.7,26,1.3,26,1.6,26,2,25,1.7,26,2,25,1.9,26,2024-10-27,1030.2,25,10.6,42,0.2,25,60.9,26,100,26,9.3,3.3,26,25,Traralgon
146.5,-38.19,2022,9,5,2022-09-05,14.6,25,4.2,25,60.8 m,1.4,26,1.8,26,1.6,26,1.5,26,1.9,26,3.4,25,1.6,26,3.4,25,2,26,2024-10-27,1027.5,25,10,42,0,25,59,26,100,26,9.8,4.2,26,25,Traralgon
146.5,-38.19,2022,9,6,2022-09-06,15.8,25,2.6,25,60.8 m,2,26,2,26,2,26,1.7,26,1.9,26,1.9,25,1.9,26,1.9,25,2.4,26,2024-10-27,1027.4,25,16.2,42,0,25,60.8,26,100,26,10.9,3.6,26,25,Traralgon
146.5,-38.19,2022,9,7,2022-09-07,17.9,25,5.6,25,60.8 m,2,26,2.8,26,2.4,26,2.1,26,2.7,26,2.2,25,2.4,26,2.2,25,2.7,26,2024-10-27,1023.3,25,14.7,42,0.1,25,53.2,26,100,26,10.9,6,26,25,Traralgon
146.5,-38.19,2022,9,8,2022-09-08,17.4,25,9.2,25,60.8 m,1.1,26,1.9,26,1.5,26,1.5,26,1.9,26,1.6,25,1.5,26,1.6,25,1.8,26,2024-10-27,1012.9,25,6.4,42,0.2,25,63.4,26,100,26,12.6,4.8,26,25,Traralgon
146.5,-38.19,2022,9,9,2022-09-09,19.6,25,9.8,25,60.8 m,1.2,26,2.9,26,2,26,2.1,26,2.8,26,2.1,25,2.1,26,2.1,25,2.6,26,2024-10-27,1009.9,25,11.2,42,0.2,25,55.3,26,100,26,12.6,7,26,25,Traralgon
146.5,-38.19,2022,9,10,2022-09-10,14.4,25,9.9,25,60.8 m,1.8,26,2,26,1.9,26,1.4,26,1.7,26,1.8,25,1.9,26,1.8,25,1.7,26,2024-10-27,1010.1,25,8.8,42,3.2,25,74.4,26,100,26,12.2,3,26,25,Traralgon
146.5,-38.19,2022,9,11,2022-09-11,15.8,25,8,25,60.8 m,0.8,26,3.4,26,2.1,26,2.3,26,3,26,2.3,25,2.2,26,2.3,25,2.6,26,2024-10-27,1014.3,25,12.9,42,0.4,25,50.7,26,84.9,26,9.1,6.7,26,25,Traralgon
146.5,-38.19,2022,9,12,2022-09-12,13,25,7.5,25,60.8 m,1.1,26,2.2,26,1.6,26,1.6,26,2,26,2.2,25,1.6,26,2.2,25,1.9,26,2024-10-27,1017.8,25,9.3,42,2.1,25,64.8,26,93.6,26,9.7,4,26,25,Traralgon
146.5,-38.19,2022,9,13,2022-09-13,13.8,25,3.3,25,60.8 m,2.1,26,2.1,26,2.1,26,1.7,26,2,26,2.1,25,2.2,26,2.1,25,2.2,26,2024-10-27,1028.8,25,14,42,1.1,25,60.2,26,100,26,9.5,3.8,26,25,Traralgon
146.5,-38.19,2022,9,14,2022-09-14,17.4,25,-0.3,25,60.8 m,2.5,26,3.3,26,2.9,26,2.4,26,3.2,26,2.8,25,2.9,26,2.8,25,3.2,26,2024-10-27,1025.6,25,18.3,42,0,25,41.8,26,100,26,8.3,6.6,26,25,Traralgon
146.5,-38.19,2022,9,15,2022-09-15,17.3,25,5.5,25,60.8 m,2.1,26,2.1,26,2.1,26,1.6,26,2,26,1.3,25,2.1,26,1.3,25,2.1,26,2024-10-27,1012.9,25,10.2,42,2.6,25,59.8,26,100,26,11.8,4.5,26,25,Traralgon
146.5,-38.19,2022,9,16,2022-09-16,19.1,25,5.6,25,60.8 m,2.3,26,2.3,26,2.3,26,1.7,26,2,26,1.6,25,2.2,26,1.6,25,2.3,26,2024-10-27,1002,25,11.9,42,2.3,25,61.1,26,100,26,13.5,4.4,26,25,Traralgon
146.5,-38.19,2022,9,17,2022-09-17,17.1,25,5.3,25,60.8 m,1.6,26,2.8,26,2.2,26,2.1,26,2.7,26,1.8,25,2.2,26,1.8,25,2.6,26,2024-10-27,999.7,25,13.2,42,2.6,25,51.8,26,100,26,10.1,6,26,25,Traralgon
146.5,-38.19,2022,9,18,2022-09-18,17,25,9,25,60.8 m,0.8,26,3.7,26,2.3,26,2.5,26,3.3,26,2.6,25,2.3,26,2.6,25,2.8,26,2024-10-27,1005.1,25,12.9,42,4.4,25,49.1,26,82.8,26,9.5,7.5,26,25,Traralgon
146.5,-38.19,2022,9,19,2022-09-19,14.9,25,7.9,25,60.8 m,1.5,26,3,26,2.2,26,2.1,26,2.7,26,1.9,25,2.3,26,1.9,25,2.4,26,2024-10-27,1014.5,25,13.4,42,11.5,25,58.5,26,93,26,9.9,5.2,26,25,Traralgon
146.5,-38.19,2022,9,20,2022-09-20,18.8,25,3.6,25,60.8 m,3.3,26,3.3,26,3.3,26,2.5,26,2.9,26,2.5,25,3.4,26,2.5,25,3.1,26,2024-10-27,1021.2,25,19.2,42,0.6,25,52.6,26,100,26,11.4,5.6,26,25,Traralgon
146.5,-38.19,2022,9,21,2022-09-21,18.4,25,8.8,25,60.8 m,1.5,26,2.6,26,2.1,26,1.9,26,2.4,26,2,25,2,26,2,25,2.2,26,2024-10-27,1015.9,25,9,42,0.2,25,58.1,26,100,26,12.3,5.9,26,25,Traralgon
146.5,-38.19,2022,9,22,2022-09-22,23.2,25,5.4,25,60.8 m,3.3,26,3.7,26,3.5,26,3,26,3.8,26,2.6,25,3.6,26,2.6,25,3.7,26,2024-10-27,1019.5,25,18.7,42,0,25,45.7,26,100,26,13,8.6,26,25,Traralgon
146.5,-38.19,2022,9,23,2022-09-23,16.8,25,12.5,25,60.8 m,1.4,26,2,26,1.7,26,1.5,26,1.9,26,2,25,1.7,26,2,25,1.6,26,2024-10-27,1016.6,25,6.8,42,0,25,73.7,26,97.3,26,14.1,3.8,26,25,Traralgon
146.5,-38.19,2022,9,24,2022-09-24,16.5,25,8,25,60.8 m,1.8,26,3.5,26,2.7,26,2.4,26,3.1,26,2.9,25,2.7,26,2.9,25,2.7,26,2024-10-27,1014.7,25,15.2,42,0,25,54.4,26,95.1,26,10.2,6.2,26,25,Traralgon
146.5,-38.19,2022,9,25,2022-09-25,16.6,25,4.6,25,60.8 m,3.3,26,3.5,26,3.4,26,2.5,26,3,26,2.5,25,3.4,26,2.5,25,3,26,2024-10-27,1016.5,25,19.6,42,0.1,25,54,26,100,26,10.2,5.4,26,25,Traralgon
146.5,-38.19,2022,9,26,2022-09-26,16.7,25,5.4,25,60.8 m,1.6,26,2,26,1.8,26,1.7,26,2.1,26,1.1,25,1.8,26,1.1,25,2.1,26,2024-10-27,1016.5,25,8.8,42,0,25,57.9,26,100,26,11,4.8,26,25,Traralgon
146.5,-38.19,2022,9,27,2022-09-27,15.1,25,9.2,25,60.8 m,1.1,26,1.1,26,1.1,26,1,26,1.1,26,1.5,25,1,26,1.5,25,1.3,26,2024-10-27,1013.2,25,5,42,1.1,25,77.5,26,100,26,13.3,2.3,26,25,Traralgon
